id,predicted
914206820-914239427-717245,4.572632636508259
916789157-916823770-824309,5.507154093271354
913341082-977479363-2948,2.405558428911405
889682582-889697172-28720,5.0378331212698635
997991699-998006945-417222,16.001901150800702
914931487-815162862-756427,4.245654302201619
967062979-972338656-6209,19.078785421499422
914631734-914748119-740036,4.142996711324176
970976361-973961837-23171,14.033100335062846
979425031-979584385-54031,16.70109964529457
914852625-914864976-744489,6.036397867555403
916756097-816761972-821991,3.9427181367689084
916696329-916855303-825770,5.6636101134777626
999523609-999562434-491142,4.445223909169874
994901079-894954892-132987,6.117119213447471
911792265-974817039-5087,5.167993440417981
913473302-913536835-687980,4.338051406317593
918117938-918191305-875929,5.772765420945535
915669638-999198198-169214,2.733192555526236
914509149-997196597-527954,3.316251780028499
914466636-914504651-727452,2.968392915430821
911976099-912089797-626182,2.2540985340800463
915856217-888209042-18973,2.6714043651521995
996546780-987033916-95530,2.002017522664901
915255159-915271111-760694,2.7592029857524225
911838265-992426632-125610,2.7293673777082077
916180454-916218907-797699,2.5255625691447547
914453038-914480388-726086,2.8178987799826096
917356440-917513635-849523,1.7327385134397835
994065084-993267732-128428,4.354288227607647
999666124--87921-87921,2.818364180538389
911559110-995018535-113182,3.570664400593908
914091047-914103754-712231,2.6121181284751973
914082978--713048-713048,3.1286932767414086
912006204-912023621-624089,2.584099051875997
914400724-998465990-431492,2.4918525698760208
916989806-917011877-830956,2.798843423622628
981105605-981132165-594905,2.8098657311150603
914621984-914836530-743517,2.313767451737255
994391615-994413317-122517,5.187404310657607
986221840-986226389-245826,6.927516566600569
914429773--159582-159582,2.3862735480830977
816607922-916641869-817278,1.939251880522292
816607892-916641737-817028,2.8436537460820284
914907985-915552331-771712,3.0795337462687975
896525352-996536750-166511,2.1342959626440914
915593453-915650597-775136,3.1721996105061585
996747166-996794369-8868,5.190112402320174
813976692-913980611-706796,2.598385794483952
915592538-915731457-778956,8.58870614084003
917264651-914558484-729811,2.831939659998532
916842236-994757725-127196,3.2618682173445475
996616886-989564013-114778,2.7293673777082077
995769611-995774852-127246,4.0217753115392485
893946462-994097881-9227,2.7439995892185327
912071529-912083268-626229,4.208525729664897
913897943-913983106-707013,2.4732262515981924
813672642-813741822-696824,1.8565438613742717
915554458-915667023-775763,2.338249885870607
913877284-913922050-703929,2.872976431927243
915465315-915489370-769505,2.4411955639236673
915547680-915555470-771981,2.2546134497841246
816672392-999289428-458308,2.5831295159293086
913695348-993513792-122499,2.8969130232180627
997125959-997501837-163880,2.8626176947384288
815073002-915119611-754586,2.9398318857569152
914218322-814238172-717242,3.4807288777666914
998011094-994061658-2639,3.162971937944291
813333872-913379535-681929,2.184856778912388
911607344-911635690-515951,6.125380539858269
816164532-916222491-797777,3.3487135074572763
911836459-911905701-605911,3.5130508772122724
914201055-914237645-717244,2.4944624502230166
915477747-915500595-769979,2.5566296525361856
998845599-998866030-334101,2.689224610928266
896526332-996537544-8799,4.448677146822067
912772888-985906947-9243,2.682659848249733
898255662-897163012-155657,3.760426484446918
999314341-984280351-62921,2.947048331822152
915679013-815702832-777273,2.7497092344790577
997649796-996722988-154123,3.0958630876280386
985993572-986007768-108029,3.258374564014429
914246504-979840144-69559,2.3856800454439906
911755297-911784742-509539,1.829118697667477
997484517-897508362-162992,3.485292820758647
813884542-913924282-703932,3.8011772189330504
898188582-998204291-616056,3.449905852442683
913441168-913474538-685849,2.819569087937938
988143294-888170332-16561,7.22134862993444
916979185-916998635-830438,1.6743842609505286
987305134-987486287-71663,2.5790768384438674
898199282-898796302-318562,3.403914398884095
998090555-998487447-408107,1.9951378779201003
997982347-998725380-471458,3.1548074171369054
997363280-897375532-156340,3.248904281155996
993909793-893914692-30073,3.8206825032256013
916242115-916286538-800346,2.6230938003213313
999338011-999545181-486969,3.675402832643562
997535111-897641542-164562,3.3466739764259756
994905953-994946978-500374,7.22134862993444
943311331-973610368-39332,2.5957202826744585
915312519-984138822-54539,2.9009452680012635
812855972-913450361-684687,3.4301171671157746
996042529-972225479-41034,2.8134803570637055
998724333-998730252-169257,3.4490053616071688
974535157-974800942-23598,2.746945198536014
917038996-973245694-86132,2.414112012158657
986273085-986536027-71653,2.290985718704684
967796247-972394998-46007,3.0559989205642166
991036385-982670594-5394,1.8351616612623602
999227449-995293587-123774,3.765293424768122
976114191-976119878-54847,3.4187641157700277
940969085-972077771-132980,2.286618710725677
977533260-987907657-83553,3.22670630507794
916669399-971901772-19021,2.2209235915707075
917998191-972376191-46218,2.512847231423411
913243730-871762422-46032,3.2176514067441557
813144972-976171144-54047,2.5915803403116953
987774096-971803886-14511,2.918676198288551
992006544-972889482-42909,2.4359157203944886
913480821-982137608-64371,2.7068195693171218
997039025-997080254-165852,2.7451163844499527
915098665-980621286-81790,2.522300786413229
996547957-981227697-58769,2.7120228505899786
812173472-976644794-66184,2.153674268968485
983685358-983732682-55143,3.392886624135447
998728231-978678211-43691,2.69903052903658
938473072-971666501-23412,3.660419542702849
914285852-972274410-30082,2.949291965747278
983173527-994001191-104113,2.9481684425247945
914244668-997906691-154068,1.9010615509478503
915311652-815353382-763901,2.5680749245393333
991953957-979670877-62122,3.0007116269781653
971104317-974191113-6050,2.27631331674753
946587745-972142239-2513,4.855895803018216
913168046-972176222-24185,2.3467158042624483
913451406-913579216-689660,3.3027806412252723
815339592-988076562-79087,2.1747730842197925
985907064-985980470-122525,2.577340811932032
916137583-816287812-800342,3.0946405848516028
953172178-972188093-32311,3.5300101322826203
985513643-985529752-14310,5.1856367528387715
988328510-972385166-44232,3.040255504624735
916020732-971751193-23377,3.4123109174136417
996042367-996245659-158483,2.7715900045410238
915203655-974176580-44271,3.2448217312278818
999188257-999299407-610735,3.4301171671157746
954080072-972198137-24189,4.872287444522879
993575844-981140540-58826,2.92544695393781
913124979-974848872-25420,2.033960098225064
895985732-973045253-56247,2.9216750609966935
911907208-974984121-30681,2.4516786691992594
994242350-994339087-103665,3.011058168622692
916032161-916105983-793869,4.69761733508751
916361645-816392012-804053,2.5606319803514457
970980946-973818376-37833,3.168532563397614
981609875-980204146-58904,2.736353448476482
999316921-899097092-377369,3.0427597642032387
916594259-916628315-816718,4.897133432948063
992447885-992693673-121473,5.166450631215143
997661443-997674138-274027,4.245328962084693
998618061-998719232-617577,3.5419679484374926
999000339-911572877-442376,2.6796887377576715
917229112-917283370-840836,3.9097766745563067
916497016-916525761-812824,5.320498506822213
986236880-886354142-30343,7.633430145860181
975802019-975816540-41049,2.724970819646621
997993632-993304085-4569,2.0215013172049927
917247854-917304033-841743,4.789761853984225
990016534-994923897-146114,2.301798263557002
813430932-998488184-464887,2.6635522105213925
