id,predicted
914206820-914239427-717245,5.862443977077766
916789157-916823770-824309,7.678703049703866
913341082-977479363-2948,4.284236148894395
889682582-889697172-28720,7.1535173126977085
997991699-998006945-417222,14.672848165882726
914931487-815162862-756427,8.58586864080787
967062979-972338656-6209,17.400601387689957
914631734-914748119-740036,5.716445715078153
970976361-973961837-23171,13.361990472858393
979425031-979584385-54031,12.08924062018898
914852625-914864976-744489,6.655662208895971
916756097-816761972-821991,5.649765350431687
916696329-916855303-825770,8.95710534519089
999523609-999562434-491142,5.535545485136237
994901079-894954892-132987,6.000103805001748
911792265-974817039-5087,7.051104164691505
913473302-913536835-687980,6.1854225969615735
918117938-918191305-875929,7.2105465054238085
915669638-999198198-169214,3.1722909424445236
914509149-997196597-527954,4.225543426954483
914466636-914504651-727452,3.486702006006926
911976099-912089797-626182,3.2725366806504006
915856217-888209042-18973,4.537078755772259
996546780-987033916-95530,3.834447876414864
915255159-915271111-760694,4.199361401737967
911838265-992426632-125610,4.7899019883098655
916180454-916218907-797699,3.1910033650356837
914453038-914480388-726086,4.50221795085919
917356440-917513635-849523,2.341554369101938
994065084-993267732-128428,5.2288188139387906
999666124--87921-87921,3.840486667555842
911559110-995018535-113182,5.2780387773597806
914091047-914103754-712231,3.510592376561191
914082978--713048-713048,4.663448128316974
912006204-912023621-624089,3.5303475191802614
914400724-998465990-431492,3.5994124484965004
916989806-917011877-830956,3.2442738173144576
981105605-981132165-594905,3.1921408039514523
914621984-914836530-743517,3.7591827834106013
994391615-994413317-122517,5.325249171220001
986221840-986226389-245826,5.766635245585661
914429773--159582-159582,3.605438813347021
816607922-916641869-817278,3.5628396323784326
816607892-916641737-817028,4.373031574582558
914907985-915552331-771712,2.996895899128653
896525352-996536750-166511,2.1887238778083935
915593453-915650597-775136,4.082409063406742
996747166-996794369-8868,5.318401758627463
813976692-913980611-706796,3.2036839551600034
915592538-915731457-778956,9.837152896981593
917264651-914558484-729811,2.796120839871759
916842236-994757725-127196,3.9853013587753665
996616886-989564013-114778,4.7899019883098655
995769611-995774852-127246,4.69692255085563
893946462-994097881-9227,3.783806188177093
912071529-912083268-626229,4.235527408622357
913897943-913983106-707013,3.2418354573368315
813672642-813741822-696824,2.4023756768974733
915554458-915667023-775763,2.9488805243145793
913877284-913922050-703929,4.137874977988102
915465315-915489370-769505,3.570749833392191
915547680-915555470-771981,3.2330000265506333
816672392-999289428-458308,3.9460868010844
913695348-993513792-122499,3.7081513362193474
997125959-997501837-163880,3.927554305205603
815073002-915119611-754586,3.5070327787408457
914218322-814238172-717242,3.8555026151203213
998011094-994061658-2639,4.005854620111167
813333872-913379535-681929,3.3568324370203086
911607344-911635690-515951,7.858554483767923
816164532-916222491-797777,4.148837248879033
911836459-911905701-605911,4.249991130910312
914201055-914237645-717244,2.551501546239861
915477747-915500595-769979,3.2460537840188293
998845599-998866030-334101,3.722501064869986
896526332-996537544-8799,5.017216182062198
912772888-985906947-9243,3.7241568520511255
898255662-897163012-155657,5.097728086031078
999314341-984280351-62921,4.318580817576205
915679013-815702832-777273,3.298059156523027
997649796-996722988-154123,4.507264673906253
985993572-986007768-108029,4.184336683491563
914246504-979840144-69559,2.5476813094011797
911755297-911784742-509539,2.1423606013086376
997484517-897508362-162992,3.4415319885538134
813884542-913924282-703932,3.9098207808709304
898188582-998204291-616056,3.1155828517122055
913441168-913474538-685849,3.5842258993744904
988143294-888170332-16561,6.3120959627848965
916979185-916998635-830438,1.391612169461677
987305134-987486287-71663,2.475673686596215
898199282-898796302-318562,3.4471021927848735
998090555-998487447-408107,2.673323347057151
997982347-998725380-471458,3.68814625243785
997363280-897375532-156340,3.4660097485716266
993909793-893914692-30073,4.329061491325272
916242115-916286538-800346,3.59465189386598
999338011-999545181-486969,3.7567102280556304
997535111-897641542-164562,3.5962840397543454
994905953-994946978-500374,6.3120959627848965
943311331-973610368-39332,3.409278219836504
915312519-984138822-54539,2.3859848730230047
812855972-913450361-684687,3.294148984216487
996042529-972225479-41034,3.307477533009969
998724333-998730252-169257,4.131603617813977
974535157-974800942-23598,3.6314243960686134
917038996-973245694-86132,3.2035668547079927
986273085-986536027-71653,2.5978461513720728
967796247-972394998-46007,3.2609635103857153
991036385-982670594-5394,1.755934003270594
999227449-995293587-123774,4.174330717964697
976114191-976119878-54847,3.3244972632947265
940969085-972077771-132980,2.7209920087935466
977533260-987907657-83553,3.684643072368444
916669399-971901772-19021,3.538315185178818
917998191-972376191-46218,3.6591710039700818
913243730-871762422-46032,3.595154988076181
813144972-976171144-54047,3.4241762295275437
987774096-971803886-14511,2.8447419438776547
992006544-972889482-42909,2.8848920898542
913480821-982137608-64371,2.432253580494499
997039025-997080254-165852,3.622810686661526
915098665-980621286-81790,3.350418492114529
996547957-981227697-58769,2.7288559098137135
812173472-976644794-66184,2.3412578759837874
983685358-983732682-55143,4.211677086443843
998728231-978678211-43691,2.3815098174313762
938473072-971666501-23412,3.542481295120517
914285852-972274410-30082,4.205421988461838
983173527-994001191-104113,3.5855148995036608
914244668-997906691-154068,2.4059260140248417
915311652-815353382-763901,3.5860899580493975
991953957-979670877-62122,3.3106522635576923
971104317-974191113-6050,3.0209040010079056
946587745-972142239-2513,4.26275159537174
913168046-972176222-24185,2.737625050154425
913451406-913579216-689660,3.4599803542631298
815339592-988076562-79087,2.0445911288927654
985907064-985980470-122525,3.228505321938509
916137583-816287812-800342,3.444269349339238
953172178-972188093-32311,3.4182134047289647
985513643-985529752-14310,3.901025637536539
988328510-972385166-44232,3.096686122288534
916020732-971751193-23377,3.5700188535107564
996042367-996245659-158483,3.5102301107846223
915203655-974176580-44271,3.43430587862652
999188257-999299407-610735,3.294148984216487
954080072-972198137-24189,4.392226759325235
993575844-981140540-58826,3.833322475317197
913124979-974848872-25420,2.6756865584551384
895985732-973045253-56247,3.1159437155249963
911907208-974984121-30681,3.509851842474583
994242350-994339087-103665,3.0021956999928667
916032161-916105983-793869,5.501981769065802
916361645-816392012-804053,2.9034621696938943
970980946-973818376-37833,2.5813277281310008
981609875-980204146-58904,4.006149928671132
999316921-899097092-377369,3.8350019541118563
916594259-916628315-816718,5.6028469517725465
992447885-992693673-121473,6.146771331154198
997661443-997674138-274027,4.534712683395635
998618061-998719232-617577,4.288713748325153
999000339-911572877-442376,3.435763152734471
917229112-917283370-840836,4.909948262884223
916497016-916525761-812824,5.90362035669392
986236880-886354142-30343,7.47066264677548
975802019-975816540-41049,3.4134504669636776
997993632-993304085-4569,2.9212346864957737
917247854-917304033-841743,5.250059446408754
990016534-994923897-146114,2.8012602874718535
813430932-998488184-464887,3.1925008880345587
983765750-979968876-64581,3.4849485496062
997826043-997833716-554008,3.337302476603699
813246112-913257154-677258,4.990285702881243
994115154-994151207-133778,4.741376668264255
913015185-913064895-668475,5.030184297996845
992395494-992467576-115077,5.000237808251407
986446206-886487622-38690,6.413181809402517
994836552-994844474-14812,2.6006985289760056
961101719-972049972-146109,4.152511371874177
987774088-987807067-80417,5.785011327374017
916796986-988105376-75532,3.5490059444296644
989493884-988383244-116775,3.214317420773387
914112117-984531842-90814,3.666610467709422
915411134-995978334-163815,3.2719524590279505
997344251-988680699-114795,3.4181944865847766
971075406-883658442-30055,8.099016925042825
914210410-915729703-778737,3.322598653546012
912194051-912231828-630552,2.6330195098191336
988465712-988503770-86910,6.855554608271366
914607558-992365757-122554,2.8555548307792713
980118460-971702850-27353,6.345218728664555
915357369-993236586-95910,2.624497525819497
988034282-988055336-79509,7.916822866287298
998938953-999170846-409925,3.688091092733809
999639704-911644916-476491,3.2254216512550578
885449212-885464122-37940,5.8872483476168185
989021567-989283308-104443,4.646284633907434
987815302-987872403-96358,5.675606459289222
992455594-992504072-97862,2.777628921732107
999148093-999181155-526444,2.016070699024527
912537080-986923500-76898,4.234173768697644
999104479-999117503-439756,3.3003613788829886
912432505-975397483-24243,3.195707220508462
976083911-976095316-54680,4.5580344846529455
988159271-988204404-82887,4.4131773798218
892088292-888183272-39169,5.8820096953643874
989454994-989560255-100446,8.390968530981473
915135994-914334500-720841,2.7302487408070077
981247124-981541480-14634,7.780703986707092
913352408-899166922-470274,3.868232981659908
978680089-978683045-46581,3.5064035101565425
917136920-917191352-838198,5.4489419421734375
978681476-978689876-44393,8.217233472664802
989877534-990059543-102505,7.613111646624878
996899519-996910644-155199,2.9676939799074638
916376782-916451458-804525,3.266279944230469
980751708-980804097-44759,2.580656474363379
985321345-972990396-44134,3.968548567089181
964011885-972013463-348546,4.6324323341308276
994533983-994595741-127909,7.063135533036043
985755698-985987815-116757,6.325606031635989
915796699-915816657-782400,5.272348016964073
995697319-988312517-108894,3.655428997269472
960486072-972256242-19500,4.3623384184596095
984460279-984499353-80409,6.181910022512605
981380304-981405099-56272,4.341052937686984
