id,predicted
914206820-914239427-717245,4.781362896954708
916789157-916823770-824309,6.527977225582593
913341082-977479363-2948,3.650807433764962
889682582-889697172-28720,7.904407600385456
997991699-998006945-417222,10.412559264819714
914931487-815162862-756427,7.7976686904883845
967062979-972338656-6209,14.577860939804541
914631734-914748119-740036,5.824728560711941
970976361-973961837-23171,12.56845173582463
979425031-979584385-54031,11.34660152583364
914852625-914864976-744489,6.284764887090945
916756097-816761972-821991,4.9581140168675475
916696329-916855303-825770,7.770114221809726
999523609-999562434-491142,4.535909204922048
994901079-894954892-132987,5.713269903573218
911792265-974817039-5087,6.3583321559738994
913473302-913536835-687980,5.6239184843765635
918117938-918191305-875929,6.180935049654501
915669638-999198198-169214,3.221523503621831
914509149-997196597-527954,4.230590122323709
914466636-914504651-727452,3.8202081010671733
911976099-912089797-626182,2.8639465700936495
915856217-888209042-18973,3.7648590912374225
996546780-987033916-95530,3.8128221581819473
915255159-915271111-760694,3.525828287954183
911838265-992426632-125610,4.135952973168414
916180454-916218907-797699,2.788908324602665
914453038-914480388-726086,3.73175351068057
917356440-917513635-849523,2.326972796945432
994065084-993267732-128428,5.731535398090983
999666124--87921-87921,3.6800614441952915
911559110-995018535-113182,4.488618489965904
914091047-914103754-712231,2.9685332947711607
914082978--713048-713048,3.9839553827021836
912006204-912023621-624089,3.032812925098706
914400724-998465990-431492,3.457565862451103
916989806-917011877-830956,2.9938992001916747
981105605-981132165-594905,3.2538635490746115
914621984-914836530-743517,3.513075581086193
994391615-994413317-122517,4.045863782446093
986221840-986226389-245826,5.923457030319752
914429773--159582-159582,3.6624856923578726
816607922-916641869-817278,3.745698477812682
816607892-916641737-817028,4.310729868906857
914907985-915552331-771712,3.178960176239414
896525352-996536750-166511,2.2348799461355036
915593453-915650597-775136,3.7568039916446647
996747166-996794369-8868,4.045863782446093
813976692-913980611-706796,2.9867274055949675
915592538-915731457-778956,10.76654399110653
917264651-914558484-729811,2.4911979994242657
916842236-994757725-127196,3.9378771203240843
996616886-989564013-114778,4.135952973168414
995769611-995774852-127246,4.885907578085403
893946462-994097881-9227,3.617736841604497
912071529-912083268-626229,3.8585178253805292
913897943-913983106-707013,2.5044283518970474
813672642-813741822-696824,2.1949166899263113
915554458-915667023-775763,2.854000815134258
913877284-913922050-703929,3.7916684305844566
915465315-915489370-769505,3.618744087716597
