id,predicted
914206820-914239427-717245,3.6162311166532577
916789157-916823770-824309,6.4475383453523225
913341082-977479363-2948,4.396547826368551
889682582-889697172-28720,6.822039506681751
997991699-998006945-417222,9.476943003179331
914931487-815162862-756427,5.896506406927491
967062979-972338656-6209,12.998902630722032
914631734-914748119-740036,4.639007286440681
970976361-973961837-23171,9.810364229148286
979425031-979584385-54031,9.862792294772015
914852625-914864976-744489,7.015798009852858
916756097-816761972-821991,4.655662772644233
916696329-916855303-825770,6.558719879781868
999523609-999562434-491142,3.6582529031844766
994901079-894954892-132987,5.002396218274617
911792265-974817039-5087,5.586787589859178
913473302-913536835-687980,4.46039739803455
918117938-918191305-875929,5.798666314563069
915669638-999198198-169214,3.736735429891332
914509149-997196597-527954,3.926765866361964
914466636-914504651-727452,3.9036407781663938
911976099-912089797-626182,3.425472185858901
915856217-888209042-18973,4.030862780590179
996546780-987033916-95530,3.97333575200184
915255159-915271111-760694,3.565226225717373
911838265-992426632-125610,3.778592045778975
916180454-916218907-797699,3.182592633261309
914453038-914480388-726086,4.01642045195955
917356440-917513635-849523,3.1282914027477
994065084-993267732-128428,5.594458785552285
999666124--87921-87921,2.7690973610404632
911559110-995018535-113182,4.219415621104832
914091047-914103754-712231,3.4433922991114247
914082978--713048-713048,3.1334771946386226
912006204-912023621-624089,3.728352388585045
914400724-998465990-431492,3.336803642555121
916989806-917011877-830956,3.177099167859888
981105605-981132165-594905,2.8071942758337585
914621984-914836530-743517,3.6633704132056923
994391615-994413317-122517,5.083200774769952
986221840-986226389-245826,6.323740067261954
914429773--159582-159582,4.901620465103678
816607922-916641869-817278,4.145799071308594
816607892-916641737-817028,5.529795836122786
914907985-915552331-771712,4.028256372834444
896525352-996536750-166511,2.070689724889974
915593453-915650597-775136,3.387424786918068
996747166-996794369-8868,5.057470457385991
813976692-913980611-706796,3.492803412336607
915592538-915731457-778956,6.692609536821806
917264651-914558484-729811,2.5073119358856966
916842236-994757725-127196,3.0918122532345214
996616886-989564013-114778,4.2982168399163125
995769611-995774852-127246,5.246176584279004
893946462-994097881-9227,3.696401751496264
912071529-912083268-626229,4.413216182196407
913897943-913983106-707013,2.8714281222360003
813672642-813741822-696824,3.7535452059050263
915554458-915667023-775763,2.735978965941621
913877284-913922050-703929,2.7963472155073923
915465315-915489370-769505,3.050260287380338
915547680-915555470-771981,3.1039405965216575
816672392-999289428-458308,3.2113751411648632
913695348-993513792-122499,3.1928892385041294
997125959-997501837-163880,3.3224137513761995
815073002-915119611-754586,2.872821862712386
914218322-814238172-717242,4.674371417026516
998011094-994061658-2639,4.286430697318015
813333872-913379535-681929,2.846949218865042
911607344-911635690-515951,7.074406925224594
816164532-916222491-797777,3.5652560199932335
911836459-911905701-605911,3.6898290315410796
914201055-914237645-717244,2.45992516853132
915477747-915500595-769979,2.806694216180536
998845599-998866030-334101,2.9556880093177083
896526332-996537544-8799,3.92497482095824
912772888-985906947-9243,3.7321820709268394
898255662-897163012-155657,5.360389443511109
999314341-984280351-62921,3.198520363137198
915679013-815702832-777273,3.9774405906778236
997649796-996722988-154123,4.1111078649952
985993572-986007768-108029,3.301647513969706
914246504-979840144-69559,2.6983087539262014
911755297-911784742-509539,1.816554746901193
997484517-897508362-162992,3.756596163245433
813884542-913924282-703932,4.078021730366123
898188582-998204291-616056,3.660936536347549
913441168-913474538-685849,3.3271275936261606
988143294-888170332-16561,7.830399515269418
916979185-916998635-830438,1.3214296087809037
987305134-987486287-71663,2.2556314518734992
898199282-898796302-318562,3.6015261586598424
998090555-998487447-408107,2.291123953824517
997982347-998725380-471458,2.955235027534856
997363280-897375532-156340,3.0312251753894746
993909793-893914692-30073,3.828738966338129
916242115-916286538-800346,3.1044665202290798
999338011-999545181-486969,3.791316398570837
997535111-897641542-164562,4.077023994811386
994905953-994946978-500374,7.830399515269418
943311331-973610368-39332,3.412699433983592
915312519-984138822-54539,2.4215621023977514
812855972-913450361-684687,3.7617641092105547
996042529-972225479-41034,3.521360099120389
998724333-998730252-169257,4.604591867036099
974535157-974800942-23598,3.3311609605449517
917038996-973245694-86132,3.287327641853003
986273085-986536027-71653,2.6135152890795466
967796247-972394998-46007,3.2074607467793124
991036385-982670594-5394,2.340873326646655
999227449-995293587-123774,4.119078903131289
976114191-976119878-54847,3.3549908350602786
940969085-972077771-132980,2.6822753559183203
977533260-987907657-83553,4.150499058893309
916669399-971901772-19021,2.8926821145799897
917998191-972376191-46218,3.4559682416522577
913243730-871762422-46032,3.821759631447831
813144972-976171144-54047,3.4379555065957117
987774096-971803886-14511,3.7126203436229384
992006544-972889482-42909,3.329351311317442
913480821-982137608-64371,2.611379456992595
997039025-997080254-165852,3.0904012020927674
915098665-980621286-81790,3.3511297775483264
996547957-981227697-58769,3.557069278641171
812173472-976644794-66184,2.5935673863391244
983685358-983732682-55143,4.508976610924283
998728231-978678211-43691,2.1337719822780596
938473072-971666501-23412,3.9953863056979344
914285852-972274410-30082,3.746314235917909
983173527-994001191-104113,3.5136062093106135
914244668-997906691-154068,2.84165520007583
915311652-815353382-763901,3.27834621895094
991953957-979670877-62122,3.496453126209638
971104317-974191113-6050,3.7940765492289366
946587745-972142239-2513,5.322446875156434
913168046-972176222-24185,2.2713066493069123
913451406-913579216-689660,3.888895561704804
815339592-988076562-79087,2.4715378402426462
985907064-985980470-122525,2.878960517260849
916137583-816287812-800342,3.197729237683615
953172178-972188093-32311,3.5356312788336908
985513643-985529752-14310,4.418212605788377
988328510-972385166-44232,3.0126165871689228
916020732-971751193-23377,4.464532058843764
996042367-996245659-158483,3.7592101889966045
915203655-974176580-44271,3.280808241969888
999188257-999299407-610735,3.5311671132980784
954080072-972198137-24189,4.520953426749242
993575844-981140540-58826,3.7093559058096925
913124979-974848872-25420,2.676732240298003
895985732-973045253-56247,3.457287174451693
911907208-974984121-30681,3.4005778852671265
994242350-994339087-103665,2.6738642008038784
916032161-916105983-793869,5.24025857638476
916361645-816392012-804053,2.8214184085284355
970980946-973818376-37833,3.2736474583989565
981609875-980204146-58904,3.4317534487750176
999316921-899097092-377369,3.9774704789714033
916594259-916628315-816718,5.342180561165643
992447885-992693673-121473,6.734148685735193
997661443-997674138-274027,4.845540079443487
998618061-998719232-617577,3.7846018369360186
999000339-911572877-442376,2.915734890034422
917229112-917283370-840836,4.036077302553903
916497016-916525761-812824,6.01659851504756
986236880-886354142-30343,5.978230116260047
975802019-975816540-41049,2.338792723318324
997993632-993304085-4569,3.2176695669481976
917247854-917304033-841743,4.558257144216471
990016534-994923897-146114,2.643316282187938
813430932-998488184-464887,3.1671553966909833
983765750-979968876-64581,3.6132664053019186
997826043-997833716-554008,2.7397842602573794
813246112-913257154-677258,5.075171748565727
994115154-994151207-133778,4.611889354287545
913015185-913064895-668475,4.206978046927176
992395494-992467576-115077,4.984392733164394
986446206-886487622-38690,7.245046411808676
994836552-994844474-14812,4.095784203047671
961101719-972049972-146109,3.784897858222367
987774088-987807067-80417,6.018129487654815
916796986-988105376-75532,3.218173611784791
989493884-988383244-116775,2.7442500592361294
914112117-984531842-90814,3.8146341986968437
915411134-995978334-163815,3.351525088005096
997344251-988680699-114795,3.0897944167658817
971075406-883658442-30055,6.886139383278135
914210410-915729703-778737,3.3648663546684565
912194051-912231828-630552,2.4888383837968733
988465712-988503770-86910,7.149082496311685
914607558-992365757-122554,2.8244875827143554
980118460-971702850-27353,5.683279942469916
915357369-993236586-95910,3.2855726262076157
988034282-988055336-79509,6.7226284804780585
998938953-999170846-409925,3.892086550744713
999639704-911644916-476491,2.844500745594415
885449212-885464122-37940,6.824719315863414
989021567-989283308-104443,4.755560627294334
987815302-987872403-96358,5.167023593890492
992455594-992504072-97862,2.9218681893490963
999148093-999181155-526444,1.84714033969892
912537080-986923500-76898,4.12619740298886
999104479-999117503-439756,3.2090488605603236
912432505-975397483-24243,2.7266959119264214
976083911-976095316-54680,4.842366772609699
988159271-988204404-82887,4.9373318217683675
892088292-888183272-39169,5.375483343864798
989454994-989560255-100446,7.668426214199455
915135994-914334500-720841,2.3545373099919793
981247124-981541480-14634,7.618113038375318
913352408-899166922-470274,3.8503375924452543
978680089-978683045-46581,3.1187673656805375
917136920-917191352-838198,5.191510682092789
978681476-978689876-44393,8.460643511328112
989877534-990059543-102505,8.338636815842387
996899519-996910644-155199,2.8853634355758446
916376782-916451458-804525,3.1389286792799895
980751708-980804097-44759,2.4643712733907988
985321345-972990396-44134,4.72771245720735
964011885-972013463-348546,4.06711743709972
994533983-994595741-127909,7.0971620145938825
985755698-985987815-116757,7.2366775513827815
915796699-915816657-782400,4.854830336934607
995697319-988312517-108894,3.9779146335877273
960486072-972256242-19500,3.4081272269511285
984460279-984499353-80409,6.030550607015174
981380304-981405099-56272,4.330152241464838
995122529-995277468-126937,3.447640610161441
911809966-994107496-116792,2.9232152841362953
996952835-979268149-46273,7.540567757462952
943542252-971997206-24211,2.9166634320461235
896459872-998775779-317100,4.045152076161912
915370780-915688845-776808,4.905620212702369
916539193-916571453-814573,5.298728741239314
980248259-980284913-5874,5.834131221755605
988329185-988345091-123339,4.894922139104303
915429912-915450202-768304,4.977355928760637
983100104-883138112-32575,3.0325354265325926
912118711-982900921-65919,2.3038739324252893
917270503-991693246-114789,7.231463021320588
944628231-972108235-19009,3.297537423783038
914375436-914398525-723552,3.501030794383568
990977739-987653590-71217,8.778194672136298
998328314-917764417-859517,3.9114727844540242
815381262-915544029-771607,7.126037779214098
912040631-912045501-624662,3.3330259513521874
917248419-917675236-855941,1.8933848861484122
984823754-984912374-80813,6.587619608318252
990358869-990402434-84119,7.382082256697368
995543281-976732030-65965,8.113912250919233
997403592-997422406-160677,4.652136264876662
990269513-990383286-80436,4.946851582437238
991189483-980845346-47578,2.480327595883449
915852696-998386241-609859,3.372353911760535
915439616-915466036-768831,2.7333816021903563
913370422-998924464-472899,2.8226150805927928
914294657-914327407-720833,8.87483331980621
916483058-916634986-817279,3.8210751273748826
979139012-979150857-45496,8.64365310042779
988138509-976171926-5599,2.8388161163620573
995878801-895885762-156201,5.778480157236331
975847969-975852199-38719,2.1839248056273997
992643439-990792933-116307,5.016177165604635
999115756-999151515-486715,3.156427835235175
915197043-915588891-773310,2.046236966230003
916264887-992157550-102542,3.1431387537922255
917243980-917307067-842012,5.352332622839246
989629042-989645005-83504,4.695017797661213
913594053-913748263-697094,3.6703779126355265
989417126-989446037-80423,5.1501916282703135
911711605-911747944-483864,2.647806387059322
815157052-915194249-757619,5.011061576010844
916266065-916293674-800564,4.090875063223325
999188559-999227236-302145,5.358833713498802
912132439-976928652-65969,2.241332284028383
912156567-982474256-43371,3.184347585468829
913494377-913540247-687981,4.4511162088259715
998796067-998915945-611389,4.590721167237702
989902172-989918958-105776,2.053463952319475
912074366-912080870-626389,7.206646406845188
911719266-972792357-19027,4.979907972759784
993143480-992100311-116752,6.804828791119991
994554670-894676132-129737,5.735347533636968
996872122-996881644-164962,3.8903580313074926
831149922-971845996-23601,7.6506512538754095
