id,predicted
914206820-914239427-717245,6.23834092850362
916789157-916823770-824309,10.529317677089807
913341082-977479363-2948,8.670093556234521
889682582-889697172-28720,11.532712364369369
997991699-998006945-417222,11.83253944856266
914931487-815162862-756427,13.441128037334554
967062979-972338656-6209,10.393075143606536
914631734-914748119-740036,7.3000187620221375
970976361-973961837-23171,8.114014100170392
979425031-979584385-54031,8.720909749163615
914852625-914864976-744489,12.688342886812963
916756097-816761972-821991,10.667475686906867
916696329-916855303-825770,13.703661456874967
999523609-999562434-491142,6.0391861179908615
994901079-894954892-132987,6.500166523089132
911792265-974817039-5087,7.885485965702715
913473302-913536835-687980,6.6631975131571
918117938-918191305-875929,8.802839966164031
915669638-999198198-169214,5.586799983268638
914509149-997196597-527954,5.150325669312854
914466636-914504651-727452,5.745493959901783
911976099-912089797-626182,5.250754523990227
915856217-888209042-18973,6.516460487800114
996546780-987033916-95530,6.161428760404185
915255159-915271111-760694,5.470036525955792
911838265-992426632-125610,6.606773463065484
916180454-916218907-797699,5.29973540582264
914453038-914480388-726086,6.15663919148385
917356440-917513635-849523,5.520717867711493
994065084-993267732-128428,7.500768990161575
999666124--87921-87921,4.751614626136933
911559110-995018535-113182,6.103287723632478
914091047-914103754-712231,5.405395299000097
914082978--713048-713048,4.428332526127864
912006204-912023621-624089,6.266541688165954
914400724-998465990-431492,5.312863184559245
916989806-917011877-830956,4.647971278386166
981105605-981132165-594905,3.807934601506429
914621984-914836530-743517,5.545735546447768
994391615-994413317-122517,6.387848915523333
986221840-986226389-245826,5.8058784112355575
914429773--159582-159582,6.17600461524363
816607922-916641869-817278,7.192930002655846
816607892-916641737-817028,7.359406924089184
914907985-915552331-771712,6.888247248942953
896525352-996536750-166511,3.9371144737287347
915593453-915650597-775136,6.1143527872414545
996747166-996794369-8868,7.013771451049234
813976692-913980611-706796,5.072999878186434
915592538-915731457-778956,6.552935121195036
917264651-914558484-729811,3.583429186348983
916842236-994757725-127196,4.9489717997030205
996616886-989564013-114778,6.5607086460858834
995769611-995774852-127246,6.210288780970568
893946462-994097881-9227,5.642512890863655
912071529-912083268-626229,6.189266956609274
913897943-913983106-707013,4.607458966039083
813672642-813741822-696824,5.247166998687965
915554458-915667023-775763,4.607517215149596
913877284-913922050-703929,5.5634394821372295
915465315-915489370-769505,5.023670444178706
915547680-915555470-771981,5.625982406141833
816672392-999289428-458308,4.393246714753722
913695348-993513792-122499,4.469079889809282
997125959-997501837-163880,6.002148811046988
815073002-915119611-754586,5.0491931047251555
914218322-814238172-717242,6.348103577704505
998011094-994061658-2639,6.634372662367852
813333872-913379535-681929,4.503316555012336
911607344-911635690-515951,5.3230470495277205
816164532-916222491-797777,5.328473903240904
911836459-911905701-605911,5.920322984495645
914201055-914237645-717244,4.385563292013869
915477747-915500595-769979,4.339063886636884
998845599-998866030-334101,5.817719266340713
896526332-996537544-8799,6.010405798209744
912772888-985906947-9243,6.026036690625147
898255662-897163012-155657,6.433431614436272
999314341-984280351-62921,5.806320004908851
915679013-815702832-777273,5.898928058960888
997649796-996722988-154123,5.816317756735279
985993572-986007768-108029,4.684621686178522
914246504-979840144-69559,2.3952963879490565
911755297-911784742-509539,1.8482196499576542
997484517-897508362-162992,4.7086751938374
813884542-913924282-703932,5.471071090119823
898188582-998204291-616056,3.95184722221087
913441168-913474538-685849,3.3376730182716035
988143294-888170332-16561,5.873972103212022
916979185-916998635-830438,1.656554841146494
987305134-987486287-71663,2.0296913201017928
898199282-898796302-318562,3.4300686870063526
998090555-998487447-408107,2.608406970999451
997982347-998725380-471458,3.6902125833075816
997363280-897375532-156340,4.028040647901934
993909793-893914692-30073,3.9699201114169282
916242115-916286538-800346,3.8151847738041633
999338011-999545181-486969,4.190332967485152
997535111-897641542-164562,3.7910751739975845
994905953-994946978-500374,5.973856425551977
943311331-973610368-39332,3.2189935833839387
915312519-984138822-54539,3.2562561777829275
812855972-913450361-684687,3.3871984498527237
996042529-972225479-41034,3.985636127470454
998724333-998730252-169257,3.213320553843449
974535157-974800942-23598,3.230085362668512
917038996-973245694-86132,3.7902961417335908
986273085-986536027-71653,3.218583089610229
967796247-972394998-46007,4.014466883211853
991036385-982670594-5394,2.4065104024117874
999227449-995293587-123774,2.656278899100511
976114191-976119878-54847,3.7384718289615613
940969085-972077771-132980,2.3574434845085057
977533260-987907657-83553,4.199908995533713
916669399-971901772-19021,2.432489930986048
917998191-972376191-46218,3.454996614848608
913243730-871762422-46032,3.3521655388598504
813144972-976171144-54047,3.9681054503224855
987774096-971803886-14511,2.9753962460565018
992006544-972889482-42909,3.497341215064722
913480821-982137608-64371,2.830889194668882
997039025-997080254-165852,3.474645615848491
915098665-980621286-81790,3.934721260654607
996547957-981227697-58769,3.851792478360708
812173472-976644794-66184,2.1310624839830563
983685358-983732682-55143,4.497473924740383
998728231-978678211-43691,2.849902847268092
938473072-971666501-23412,4.495667691520047
914285852-972274410-30082,3.5045733172655984
983173527-994001191-104113,3.78868283629202
914244668-997906691-154068,2.621991682450153
915311652-815353382-763901,3.8916600470657317
991953957-979670877-62122,3.324197191158321
971104317-974191113-6050,2.8630852974039986
946587745-972142239-2513,3.6691567558095484
913168046-972176222-24185,1.8332196540250814
913451406-913579216-689660,4.264989757437837
815339592-988076562-79087,2.631194543791824
985907064-985980470-122525,3.3486186127598003
916137583-816287812-800342,4.010675361254883
953172178-972188093-32311,4.523485570092582
985513643-985529752-14310,3.294130227482232
988328510-972385166-44232,3.736845095621585
916020732-971751193-23377,2.966715395415797
996042367-996245659-158483,3.8843240520964333
915203655-974176580-44271,3.696724257532229
999188257-999299407-610735,3.3664754198362523
954080072-972198137-24189,5.109016835017484
993575844-981140540-58826,4.241447199815322
913124979-974848872-25420,2.217069710613481
895985732-973045253-56247,3.3392763241762653
911907208-974984121-30681,3.7361358067803234
994242350-994339087-103665,2.122580749753996
916032161-916105983-793869,7.425647700104594
916361645-816392012-804053,3.0036673971106076
970980946-973818376-37833,3.5352968907457365
981609875-980204146-58904,3.6446185671990374
999316921-899097092-377369,3.445457000587134
916594259-916628315-816718,7.750218053798161
992447885-992693673-121473,6.211522214776327
997661443-997674138-274027,4.316905958869156
998618061-998719232-617577,3.687915815300057
999000339-911572877-442376,3.543039676724603
917229112-917283370-840836,4.691211704548352
916497016-916525761-812824,7.7774537244921955
986236880-886354142-30343,5.713745315488636
975802019-975816540-41049,3.386857026521616
997993632-993304085-4569,2.0808825709978507
917247854-917304033-841743,7.330322130625328
990016534-994923897-146114,3.144616511554797
813430932-998488184-464887,3.6785511298458085
983765750-979968876-64581,3.0129205531631893
997826043-997833716-554008,3.1094773150966546
813246112-913257154-677258,7.328660936125731
994115154-994151207-133778,6.694447843274368
913015185-913064895-668475,5.066204904676634
992395494-992467576-115077,5.965361092434133
986446206-886487622-38690,5.127098249910307
994836552-994844474-14812,2.1520606996390774
961101719-972049972-146109,3.5873987855549423
987774088-987807067-80417,7.714324830891524
916796986-988105376-75532,3.5058852106231893
989493884-988383244-116775,3.2097528406072593
914112117-984531842-90814,3.6762605059969076
915411134-995978334-163815,3.390827560295566
997344251-988680699-114795,3.8990952624724917
971075406-883658442-30055,6.9791139744819075
914210410-915729703-778737,3.3980201050072045
912194051-912231828-630552,2.805006849710782
988465712-988503770-86910,6.474816975753929
914607558-992365757-122554,3.4620487833330182
980118460-971702850-27353,5.863533630484333
915357369-993236586-95910,3.2573296969232963
988034282-988055336-79509,7.130265988282828
998938953-999170846-409925,3.1859867103316244
999639704-911644916-476491,3.5441312739144024
885449212-885464122-37940,7.426486736370586
989021567-989283308-104443,5.936865089921744
987815302-987872403-96358,6.957428694384432
992455594-992504072-97862,3.2483704297513105
999148093-999181155-526444,2.60531958297636
912537080-986923500-76898,3.848914264317653
999104479-999117503-439756,3.5166914878428193
912432505-975397483-24243,3.162424863459072
976083911-976095316-54680,7.670966881921029
988159271-988204404-82887,6.8705072800868265
892088292-888183272-39169,5.968576017325818
989454994-989560255-100446,5.119192465643338
915135994-914334500-720841,2.7978621423392958
981247124-981541480-14634,4.9905627459191475
913352408-899166922-470274,3.4099349232273974
978680089-978683045-46581,3.717782585401321
917136920-917191352-838198,5.956277060574319
978681476-978689876-44393,7.984622130965253
989877534-990059543-102505,7.97808040814529
996899519-996910644-155199,3.2871516895371133
916376782-916451458-804525,3.033684082787685
980751708-980804097-44759,3.225478878861681
985321345-972990396-44134,4.447993229632338
964011885-972013463-348546,5.297930545047505
994533983-994595741-127909,4.92205860829794
985755698-985987815-116757,7.882977352677511
915796699-915816657-782400,5.823125498293369
995697319-988312517-108894,2.2455031102747625
960486072-972256242-19500,3.955013748106782
984460279-984499353-80409,6.739594737471902
981380304-981405099-56272,4.173428768809672
995122529-995277468-126937,2.980563238006566
911809966-994107496-116792,3.1278299608362676
996952835-979268149-46273,7.493685278888975
943542252-971997206-24211,3.861645748870285
896459872-998775779-317100,3.7461018159677124
915370780-915688845-776808,3.679898964005079
916539193-916571453-814573,6.681122891914987
980248259-980284913-5874,5.252290400086379
988329185-988345091-123339,3.193291148686977
915429912-915450202-768304,6.14303555627399
983100104-883138112-32575,3.7816561669348703
912118711-982900921-65919,3.0974536602351908
917270503-991693246-114789,4.7562346150077515
944628231-972108235-19009,3.341694898901788
914375436-914398525-723552,3.722099354082503
990977739-987653590-71217,7.724191695007288
998328314-917764417-859517,7.30550717823899
815381262-915544029-771607,6.800694662788244
912040631-912045501-624662,3.5523855131506235
917248419-917675236-855941,2.702101855572877
984823754-984912374-80813,4.943785322733337
990358869-990402434-84119,5.567455836534707
995543281-976732030-65965,8.767985406832054
997403592-997422406-160677,4.892405941138151
990269513-990383286-80436,7.388164541879169
991189483-980845346-47578,3.188071009369687
915852696-998386241-609859,3.9637234766713227
915439616-915466036-768831,3.7169428595713914
913370422-998924464-472899,3.3988207159839687
914294657-914327407-720833,4.743911279686483
916483058-916634986-817279,3.5864263559558527
979139012-979150857-45496,8.647739032425081
988138509-976171926-5599,1.9694206444196838
995878801-895885762-156201,5.7107725465513015
975847969-975852199-38719,3.2496059527135985
992643439-990792933-116307,6.955313978299965
999115756-999151515-486715,3.5817025626929313
915197043-915588891-773310,2.4415749692622355
916264887-992157550-102542,3.266497838533149
917243980-917307067-842012,6.794206730804468
989629042-989645005-83504,8.237874647600849
913594053-913748263-697094,2.5236381584154706
989417126-989446037-80423,6.1464759366375405
911711605-911747944-483864,2.9988349890022095
815157052-915194249-757619,4.3367577972918285
916266065-916293674-800564,4.004073688694571
999188559-999227236-302145,7.92699301753383
912132439-976928652-65969,3.470768578343331
912156567-982474256-43371,4.139592717492797
913494377-913540247-687981,5.5684544688164905
998796067-998915945-611389,3.5183753665064934
989902172-989918958-105776,1.7933829344409968
912074366-912080870-626389,6.59548350856812
911719266-972792357-19027,4.671194406978004
993143480-992100311-116752,5.677500876873848
994554670-894676132-129737,6.070196126074585
996872122-996881644-164962,4.684388427396552
831149922-971845996-23601,5.27677201922434
913269527--680582-680582,4.2955560925813385
990319510-990355088-81788,4.207262374820291
913135741-913207440-675476,4.075943904758063
983900305-977508517-43345,3.4583392875561447
987903937-988415251-58923,6.772793283515227
994336290-994357573-109160,6.174025498837804
913784189-995158698-120292,4.841002840274415
988155098-982005302-54683,4.684830968218396
995015536-974101475-30675,3.1776059201297358
913175255-913209192-675478,3.6013796397222535
985859558-999446590-488192,2.4773533527070595
914270472-913096584-669728,4.443714162223096
976473256-990932565-88125,3.9654314231843593
985255997-981351967-44227,5.3014372770580955
998645484-998666732-169230,5.410752599927179
856838382-971847905-33865,2.2234743628542892
813463202-913555031-688776,4.883020415677046
970957758-971809019-22246,4.377974989668892
994331574-988545376-97857,3.4859519029612054
996759695-896768212-150069,1.954941617319613
914045118-971771127-18963,3.2148751421411266
988173533-988230170-95538,6.344171108041654
990797285-990855919-79538,5.0913975124969975
